500 1009
203 362 1452
203 422 1019
204 439 1387
204 440 252
204 455 1577
204 460 222
205 288 1781
205 414 448
205 415 1217
205 438 1734
205 475 1580
206 221 143
207 355 1347
207 394 609
208 384 1644
208 394 748
209 346 733
209 360 460
209 434 956
209 459 1925
211 339 1418
211 444 1132
211 484 923
211 490 435
212 258 1342
212 338 1094
212 377 1215
213 321 1071
215 273 96
215 412 1215
216 342 333
216 409 463
217 261 1018
217 262 688
217 276 1188
217 356 1493
218 362 1369
220 423 593
221 437 699
222 317 661
222 335 756
222 368 327
222 476 1211
222 495 410
223 300 388
223 308 503
224 233 1820
224 318 490
224 375 1192
225 242 1867
225 446 1657
226 339 108
226 450 663
227 383 1110
227 426 1019
228 331 1001
228 374 537
228 397 1834
229 282 1848
229 447 1923
230 269 17
230 457 803
230 475 160
231 240 704
231 326 303
231 345 356
232 235 1691
232 342 320
232 398 1087
233 267 1709
233 422 1525
233 424 1453
234 244 743
234 265 1047
234 366 1914
234 402 279
234 468 1269
235 357 116
235 413 272
236 240 1378
236 241 820
236 329 763
236 439 1715
236 461 1143
237 363 1388
237 457 78
238 394 1511
238 413 668
238 428 522
239 311 1245
240 349 1964
240 399 1555
241 313 763
243 312 615
243 369 420
243 387 574
243 420 1447
243 448 465
243 484 595
244 338 1073
244 366 1397
244 409 231
244 422 455
245 306 1272
246 286 325
246 317 1693
246 448 955
247 400 772
247 427 299
247 471 713
248 376 686
248 405 139
249 257 1997
249 282 406
249 344 1221
249 373 27
249 414 1740
249 492 1337
250 253 313
250 350 708
251 421 815
251 485 636
252 403 578
252 466 1573
253 281 1206
253 334 1357
253 428 432
254 255 1043
254 277 191
254 292 1972
255 367 541
256 276 1696
256 285 1345
256 290 614
256 448 795
257 330 820
258 269 1221
258 390 1225
258 467 1051
259 279 1675
259 304 1074
260 300 1599
260 337 758
260 361 716
260 412 322
260 413 959
260 468 52
261 438 1763
262 317 973
262 339 1851
263 423 217
264 270 7
264 296 957
264 363 796
264 403 1637
264 408 58
265 496 777
266 359 378
266 474 1980
266 484 548
267 275 1116
267 360 1712
268 311 602
269 292 195
269 362 868
270 273 54
271 317 202
271 388 1816
272 327 1073
274 301 1121
274 391 676
277 364 1888
277 389 1612
277 444 1529
277 494 16
278 327 1135
278 424 522
279 293 655
279 434 678
280 326 1105
280 471 1245
281 343 677
282 310 1812
282 352 1112
283 359 1313
283 391 1128
285 486 245
286 477 1440
287 340 812
288 435 1979
289 393 1581
290 294 1537
290 349 1120
290 413 1730
290 442 1712
290 470 260
290 487 1292
291 397 298
292 380 1447
292 413 787
292 424 375
292 425 1553
293 406 467
293 416 28
293 438 1912
294 347 558
294 395 1694
295 304 666
295 372 1178
296 339 1614
296 462 64
297 398 977
297 409 438
299 313 1971
299 397 5
300 433 1432
300 484 1684
301 351 1330
301 479 1150
302 419 1812
303 373 475
303 416 1743
303 479 19
304 316 1603
304 355 37
304 417 1812
304 461 12
305 427 1298
306 330 832
306 333 1602
306 395 1754
307 330 797
307 472 1832
307 498 1811
308 354 1108
308 461 1058
309 375 481
309 405 541
309 451 438
311 360 1232
312 356 719
312 447 1690
314 354 1053
315 327 1785
316 393 482
316 420 553
319 348 1250
320 482 1017
321 463 1928
322 334 1597
322 372 1475
323 357 5
323 424 1000
323 499 1107
324 384 137
324 420 1729
326 411 1959
326 441 574
326 464 455
326 474 1581
326 480 1960
326 492 892
327 472 698
328 335 1171
328 337 720
328 470 1595
330 361 784
330 440 1095
331 344 779
331 403 545
332 435 476
332 471 1582
335 396 315
335 421 1790
335 422 1916
335 434 1104
336 390 310
336 495 483
337 359 1682
337 386 126
338 352 1055
338 375 1728
338 387 1992
338 458 1719
339 372 1421
339 381 1073
339 447 1555
339 484 1350
342 476 1339
343 465 1322
344 383 1244
345 371 850
349 406 775
349 420 1961
349 427 327
351 453 1705
352 445 1503
353 385 828
354 458 1128
356 478 881
357 369 1506
357 372 1757
357 459 506
359 466 814
360 374 10
362 364 1804
364 392 108
365 403 69
368 375 526
369 479 724
371 476 1144
371 496 1207
373 378 239
373 401 971
373 446 1583
375 448 1398
375 482 78
376 400 514
376 441 1190
376 446 1149
377 470 134
378 433 982
378 462 1984
378 468 893
378 489 1482
381 386 1431
381 449 635
381 470 1107
382 471 1973
384 456 133
385 452 1650
389 432 1026
389 455 283
392 425 1843
392 466 767
395 446 1663
396 435 947
396 470 1917
397 405 1336
401 421 575
401 470 922
402 411 99
402 500 1339
404 417 751
407 408 861
407 489 315
408 444 309
409 465 1542
410 436 1339
412 459 942
413 420 324
415 427 1436
418 485 1482
418 500 1284
421 433 212
422 442 1916
422 452 1601
422 457 1603
423 494 551
424 438 1534
424 481 1651
424 499 51
426 451 336
430 478 1554
433 434 959
435 488 1991
437 483 764
440 473 1336
441 490 68
442 449 1280
442 474 1158
442 477 1953
448 492 1381
449 494 1393
449 497 1677
456 498 573
465 494 236
468 474 1511
471 498 1181
471 500 620
475 476 253
479 494 674
481 492 872
1148 1566 1582 1194 284 1915 1042 526 42 487 1970 1028 1366 1969 358 1628 690 1171 1485 1161 257 195 579 41 529 1668 901 723 531 1609 726 340 1837 1573 918 655 1501 1298 85 1412 1642 1378 829 1317 1321 655 1499 516 235 65 1346 406 850 32 845 602 711 324 1772 1268 13 778 860 1816 172 1718 1068 1251 359 1553 1050 1934 764 1761 1490 296 1552 861 26 185 673 424 195 1563 1822 1116 587 429 1912 1079 7 1798 1942 451 1766 1049 839 1008 351 30 1896 1934 1421 290 1120 412 108 318 1225 1465 1383 1310 1788 338 444 137 1902 1056 168 390 1348 1430 941 54 304 322 865 634 59 1185 876 1806 441 1794 1120 1099 871 741 1441 1073 424 176 21 1350 211 981 473 840 1909 1256 1483 1682 1088 181 759 1409 778 1178 1016 1692 462 458 1767 995 910 1696 1909 852 873 1045 1327 1971 757 1472 940 140 135 1863 1989 409 1103 1723 1600 695 292 203 1467 1304 1768 862 1583 1767 249 362 838 1085 1981 1126 1506 1086 1210 1699 957 958 1132 764 679 660 1661 504 645 1197 1707 1798 941 482 1574 465 826 760 511 379 190 436 1467 1268 301 1254 1098 883 1933 593 1418 617 1864 752 1547 1547 276 1248 822 1165 1842 374 193 520 680 1250 1040 1383 1035 178 1454 1578 1214 28 1673 1912 1979 1582 1969 1041 461 323 561 521 333 770 1339 588 1722 1824 1664 1665 1649 408 264 135 1212 550 187 1861 1370 744 426 1895 1532 1245 818 1694 1224 15 1307 320 1259 1062 873 720 1922 1250 218 858 1832 588 700 951 985 1478 1487 586 1744 893 1105 320 352 235 1841 180 272 57 1606 841 1948 540 246 1301 838 788 375 156 56 488 1213 1791 488 1587 1312 885 1550 930 1457 29 483 706 1212 1900 1436 986 539 1746 1780 126 521 90 1668 1329 1116 80 659 1962 1783 1619 1294 449 1928 1152 1307 319 1424 1837 638 355 1283 138 107 1637 1739 706 383 504 1698 900 754 335 1277 1427 769 366 703 1047 1132 1795 583 544 1383 373 1872 1632 744 1517 1435 315 1987 576 882 473 564 159 1494 597 1308 903 1309 1135 1223 1552 369 695 1607 1056 1879 1775 1454 866 87 1378 861 1635 1618 1168 1139 1946 465 239 470 885 614 1272 1155 1458 525 496 1344 1912 1768 691 439 1520 635 785 1465 1928 418 856 1529 1909 1619 188 881 1743 703 780 1556 1710 699 1589 1390 215 1940 840 1844 1927 288 1812 1463 132 1546 1663 1853 475 323 1022 431 331 1739 1285 792 1385 869 392 723 1860 1977 1858 121 1852 1813 1457 1096 204
294 283 846 1954 1498 1520 1670 1571 228 551 489 1356 1214 1403 1671 1331 1188 420 1533 324 1761 1529 20 1753 1953 169 105 1574 1085 377 896 918 843 1017 1501 1934 1013 1843 973 72 1776 252 1041 1013 1972 1159 1880 844 1235 612 1566 1460 1013 1611 1838 1563 619 1556 390 785 1764 659 1104 648 142 1550 452 559 1650 377 640 1199 1309 182 1712 508 159 599 218 685 913 313 1796 4 704 245 348 1966 1163 202 1553 1310 199 600 790 1728 691 472 853 665 1655 1012 1418 1259 1682 6 335 456 1151 558 512 30 103 884 1162 9 1129 700 110 428 642 25 390 618 667 1498 1501 1088 1892 1342 1647 894 560 1665 361 1384 206 1715 1837 109 1541 806 1195 1313 1307 1133 289 157 1040 428 1521 536 239 711 1102 647 869 1796 1932 1778 1662 225 1202 1953 1012 1306 34 843 186 984 584 1224 196 1973 1521 916 512 551 480 726 1435 1758 862 565 1226 583 625 699 1188 1638 1199 1693 1067 551 247 2 400 1718 1474 1385 686 780 1969 1389 1968 1089 427 1480 120 1482 338 448 754 851 412 648 953 882 704 731 413 1392 1188 321 898 1157 1447 489 110 285 1498 1731 5 877 1116 1482 238 1892 692 218 1360 1460 456 755 1745 1611 1501 1033 634 1581 1895 1779 1955 218 114 1821 1011 1971 163 652 1504 287 1342 475 1586 230 1538 689 688 1660 1279 21 1562 1088 1462 448 849 320 1965 1826 1833 1557 1780 193 978 1857 1017 1852 1255 35 596 411 1454 1830 1990 253 1944 1428 1314 1907 15 726 508 1757 1515 1728 1276 287 1767 1038 1203 399 421 1134 984 19 1896 1241 1953 1664 1914 1026 136 1278 691 1374 636 550 440 504 1770 237 1002 162 1647 881 797 1624 1862 1988 309 430 369 721 801 1305 1410 1212 1632 905 653 1343 1362 1486 1597 1654 1254 964 1861 597 1575 1706 237 645 1775 173 1845 121 412 731 195 1650 1739 57 241 1336 1766 1619 505 1253 1262 963 1703 626 294 1103 1176 1867 1034 57 1215 1582 1560 72 1987 1224 848 464 663 1895 2 1464 524 59 845 1243 379 1140 1539 994 427 1470 1232 532 410 3 281 440 849 684 63 710 729 1759 117 1583 1600 127 864 389 1587 285 1399 1264 1243 1588 1101 171 974 286 1837 1746 793 1697 445 1603 289 820 1121 1182 1124 788 580 303 85 1642 1638 637 1031 1066 1154 598 1353 454 374 1244 1393 511 557 587 256 1937 1801 767 665 1445 868 844 1845 874 473 866 588 855 686 1320 110 1953 152 1169 1591 1993 910 911 119 72 1821 1154 930 1734
700
447733
304215
373066
159394
35959
320777
108479
3086
152194
98207
103831
41230
300364
67612
582107
7906
91354
433599
298707
124395
431426
422246
430831
25437
201542
548700
138434
64206
384304
1033
545327
472239
522526
103814
557586
570141
35760
119413
388106
423415
420022
399803
200830
200599
313564
447264
555701
406627
34786
22805
24376
473648
306301
529766
370152
184841
477964
362302
251429
193493
196051
514257
482461
42508
345206
394375
459583
41464
438649
210954
310527
231504
151159
237969
563910
92931
267646
113020
26550
175753
577848
162396
385832
302349
107321
452806
320332
407551
288591
149886
418315
406619
594166
161942
153599
501809
328062
535219
265470
10431
445327
380725
262595
415249
580352
532874
169173
210812
455001
565449
36391
170773
41906
468804
129442
260373
390357
157871
564162
159011
270528
451162
410475
216984
116490
497033
138155
404543
535271
100907
468186
381074
329803
189022
513248
2151
320957
86857
60450
392550
478549
568151
156659
86856
420173
188416
211349
131537
426867
424419
49081
170834
258299
509478
261608
519886
329333
112458
5995
39585
216741
73130
431533
275683
477966
575248
23596
558726
203427
286709
314525
584147
573727
182421
275007
528054
13072
235338
587761
289592
499395
255996
276898
287093
387333
140805
470259
108815
325987
368487
48558
92602
540227
309108
258540
74752
539831
469792
513864
317042
88488
202727
107803
551775
244139
420981
232632
216599
266547
287699
153116
201298
482051
346469
396267
280863
109064
506919
540320
49513
231181
1569
374890
496726
200636
173195
87591
15260
93604
528385
218714
511597
450036
48955
201277
510361
252169
578599
584240
12345
272974
262856
389787
469839
19591
391813
316330
551481
469407
360085
502959
58348
578661
497586
284073
284390
578937
534721
52629
354785
567802
82903
98852
587131
91196
267399
348277
496104
297922
168397
1961
103377
227793
540526
271911
147573
489800
130122
6644
559034
192673
23327
509927
266212
209640
273162
56471
190614
518015
324513
508264
220169
539853
398788
310814
34834
90277
308632
313294
223005
49257
580446
287637
503864
162734
279950
105908
302863
441914
170026
536130
238616
375750
438427
43337
356958
113349
458518
126712
70585
487285
236502
142255
474972
27978
4207
565519
219036
196529
131794
583331
105233
61098
198226
457950
312475
148411
427715
185704
512671
565487
528078
169631
547625
27530
124996
375481
27621
20855
44758
542310
217691
149016
442087
344267
373786
395152
182887
103004
571815
398023
235084
460338
326524
411379
433763
277850
569317
62577
99364
367471
369991
174052
388019
348
446222
264484
112306
219919
440752
307398
193803
293285
550173
445159
537102
154780
195381
341747
246726
384664
580486
488929
273146
404577
67679
96049
82432
178897
337187
192138
269819
246818
536176
549439
533769
219161
512199
528330
516912
553789
223992
216221
415958
202000
192431
498316
280530
501771
68292
83913
301170
307002
469202
442165
392908
490686
516235
580097
389794
316652
146693
81031
159026
43259
411606
586556
80237
70696
473424
373467
101119
541752
435711
82594
238152
423377
265551
130511
71450
99464
295965
453215
231261
474394
48232
13200
180630
335725
310365
258583
443002
332624
281918
155228
543908
112346
476055
533355
165621
206603
496059
236709
381802
270183
39528
116544
341351
91175
386520
388629
365429
300891
421613
85357
522177
180739
341533
538181
469530
458786
549275
74719
18586
123610
495786
113803
204316
516267
403780
349487
301222
562863
280386
318207
244041
56620
238797
216918
9084
325209
472573
282035
7644
61437
228013
318906
78858
527031
336641
567117
338224
265848
359191
17180
29796
88136
359048
147217
464552
309946
503987
355629
157873
342691
332126
84920
365508
361947
14340
106081
567345
181549
424057
490516
202942
351039
501508
472815
428092
428963
537101
394175
201234
398090
234491
287857
574163
49627
6580
223528
570944
298503
511440
177698
66835
452022
410568
202431
299878
448008
343391
285231
430706
84929
53787
185696
437354
397884
424399
230114
192881
388737
253660
80530
347879
451550
326074
133115
420982
175094
268604
328044
188553
244116
484774
433182
234886
584622
587695
95737
420809
560390
181498
195086
117036
220767
9539
34367
577150
310666
78218
219407
224479
448673
240098
460020
403759
99345
541523
314398
128047
150342
385941
270084
6356
536111
493738
344138
278199
75663
421139
33546
330529
486011
494678
284437
45170
132653
592305
541579
410688
335395
227116
404381
65429
462582
264577
45955
577795
182869
506587
87866
480252
32963
556454
344509
77561
196714
345556
526393
183921
262909
324071
521469
389109
242409
364106
5943
388357
445575
139307
553998
232970
540455
34852
294430
61279
482169
208769
488838
103311
355246
551559
78498
201380
589602
464370
302616
29323
261319
124412
517551
121208
307560
531355
396463
517507
590658
440950
