50000 65157
135 26268 3128
135 31516 9454
135 46583 3497
135 47537 402
136 2033 7693
136 19016 7069
136 24858 2303
136 30794 9361
136 35388 3779
137 16858 4607
138 10361 9834
138 36216 6042
139 28035 8256
140 3405 8844
140 10376 2826
140 14343 1154
140 29427 4254
140 33060 2490
141 171 3158
142 10746 1648
142 18224 4336
142 40434 5140
143 45361 5235
144 4747 538
144 36569 6933
144 42580 4945
144 48901 61
145 237 7051
145 8312 5903
146 20338 5140
146 33650 795
147 12598 5485
147 16544 3270
147 21317 8851
147 24324 3808
147 36921 1085
147 40689 9390
148 6550 1451
148 7851 9336
148 31273 9211
148 42601 5048
148 48649 8944
149 48200 7524
150 13341 5288
151 19831 6988
151 27028 4796
151 36641 7843
152 19945 2497
153 31328 5123
154 5760 7376
154 10649 9345
154 38833 7329
155 13138 4511
156 34806 3
156 41886 6269
157 15199 9499
157 18702 6625
158 22508 4990
158 24932 9087
158 45105 9600
158 48948 9494
159 7161 2161
159 8812 3837
160 37399 3213
161 4886 9191
162 7514 1906
162 33433 8548
162 41004 9201
163 16154 5036
163 34233 8439
163 44621 3702
164 1050 6817
164 9325 9567
164 17516 2799
165 12331 5469
165 44600 5153
166 2550 807
166 15556 7959
166 40823 3941
167 24809 4635
167 29910 9944
167 30911 7774
167 47795 7868
167 48070 5315
168 9239 6840
168 9650 7309
168 11395 2781
168 41049 193
169 11756 9913
169 33619 7649
170 12024 1502
171 193 8283
171 24604 6091
172 26685 8271
172 36433 8321
172 37129 5505
173 4275 4352
174 24411 6431
174 31397 4439
174 33261 7754
174 35310 8368
175 47172 643
176 10777 2460
176 19719 9684
176 23322 2740
177 34898 8374
177 40744 9166
178 7802 7241
178 30207 9849
178 33345 4247
179 12770 877
179 15142 5193
179 24694 9352
179 47525 5507
180 11446 6553
180 36489 4905
180 43270 359
181 13473 7135
181 41202 2640
181 42765 9082
181 43280 5483
182 7659 6655
182 13851 9576
182 29250 8391
183 14884 7162
183 23664 8357
183 23762 6284
183 34290 4874
183 34579 7561
184 3821 1788
184 26012 2193
184 29850 5450
184 38482 3321
185 12902 3926
186 49001 7426
187 4418 1859
187 38205 9599
188 19488 5566
188 45922 9728
189 24340 6637
189 26217 1322
190 23154 9612
190 30910 5147
191 8681 2850
191 31721 2415
191 37391 8583
192 540 8884
193 208 5605
194 4065 8377
194 14785 3670
194 37467 6016
194 39365 3558
195 25060 2510
195 25684 81
196 18039 809
196 19076 4548
196 26291 8216
196 31042 4462
196 34225 544
196 37556 600
196 43662 7303
196 46026 3812
197 20684 9384
197 21528 4850
198 1925 1911
198 10615 8109
198 19372 2915
198 48822 4487
199 11093 2019
200 7737 1789
200 24960 599
201 6210 5066
201 47050 4285
202 3296 2359
202 5886 617
202 21639 3875
203 22984 6398
203 49884 8137
204 43178 9095
205 25354 7036
205 45227 5210
206 27730 7045
206 32747 9292
206 44300 5054
207 22609 6341
207 25358 3137
207 33972 3683
207 43652 8214
208 279 8500
208 13008 1792
208 14779 741
209 426 975
209 7867 5760
209 21189 1294
210 29848 5461
211 40907 1512
211 46238 1041
212 1834 6952
212 4044 8824
212 24420 100
212 37428 2746
212 49553 8282
213 6308 8361
213 23951 6015
213 40041 6196
214 12292 9470
215 19549 3551
215 33478 1840
215 34545 184
215 45461 1231
215 47555 7891
216 19363 1430
216 32442 3373
217 3319 4247
217 15647 807
217 21356 6193
217 45836 7540
218 37492 3689
219 14977 7656
219 42517 1719
220 18034 9893
220 31038 5196
220 49557 5610
221 2910 8140
221 39074 4192
221 48786 2807
222 12799 241
222 15068 7183
222 34607 2720
222 38174 6185
223 32304 9767
224 11300 4455
224 34984 6420
224 41094 3664
225 12257 5039
225 26374 1019
225 31231 1098
226 4605 8335
227 15476 4036
227 22359 7613
228 17097 9546
228 41503 4095
228 43145 9787
229 17497 1574
229 38056 7819
230 21718 8537
231 603 5171
231 25395 51
231 48019 7822
232 1912 3905
232 4545 8678
232 10569 425
232 25946 3658
232 39685 9871
232 44001 1243
233 4051 1170
233 8576 3122
233 17156 3027
233 20927 6446
233 25587 1987
233 29024 9559
234 13961 8283
234 15439 2282
234 29930 4833
235 12393 2547
235 20427 1378
235 42635 8828
236 21470 7948
236 23425 8875
237 11515 589
237 43983 7814
238 28406 5005
238 28617 8316
239 37781 8894
240 9433 2496
240 37752 9104
241 7100 6519
241 13428 7299
241 35369 1361
241 42147 4588
242 7048 5210
242 7615 9509
242 13924 7713
243 40501 9861
244 655 8064
244 2516 7306
244 16402 7826
245 15238 6548
245 21801 5669
246 1618 5295
247 5614 4602
248 23237 1761
248 30385 795
248 42426 4674
249 11345 940
249 12301 4855
249 16372 6964
250 8591 2445
250 36757 768
250 41403 6249
251 2786 3203
251 9157 9062
251 32560 8749
251 44488 4608
252 18499 8672
253 19953 6691
253 36602 5118
253 44623 7954
253 46669 4032
253 48240 4369
254 25242 8489
254 40658 7722
255 15190 2518
255 37128 6331
255 42985 1882
256 30833 6652
257 9196 2091
257 26559 2041
258 30853 3437
258 43646 585
259 7190 7945
259 22852 4991
259 29425 4283
259 38638 9510
259 47351 3025
260 8771 252
260 14963 1238
260 25924 6684
260 30292 4133
261 27514 6824
261 49796 4512
262 22503 4025
263 10038 1549
263 15382 550
264 26559 3699
265 40987 1101
265 41535 9019
265 48596 4072
266 16041 4187
266 22226 1711
266 42295 6829
267 29736 5506
267 36854 4223
268 26184 3161
268 37050 6431
268 37797 1178
268 40350 8269
269 5824 2033
269 9652 9916
269 18221 390
269 34415 1898
270 7396 5046
271 3153 9230
271 11628 9627
271 25468 4660
271 33426 8056
271 35456 9253
272 11355 5409
272 36128 2578
272 46679 6691
273 18323 4263
273 19764 3789
274 3637 6900
274 36612 7740
275 5575 3221
275 9455 578
276 13899 1469
276 28052 488
277 17565 2936
278 7537 9916
278 47863 5726
278 49108 4471
279 280 1237
280 284 5504
281 14397 9724
282 10054 3119
282 23113 674
282 37365 8057
282 43598 6048
283 17452 5195
283 19907 7772
284 293 9564
284 16124 9726
284 20737 5658
285 5434 2036
285 30888 7199
285 42988 3979
286 18178 9906
286 34813 1849
287 8756 1015
287 34636 3272
288 17454 4885
288 30930 1333
288 35956 573
288 36499 4187
289 18523 6689
289 29679 7471
290 32646 1462
291 4631 4725
291 23403 5613
292 39630 712
293 306 1597
293 15635 5492
294 45076 7244
295 13849 3410
295 40001 729
296 7621 7968
296 7938 9592
296 26736 1325
296 39152 9409
297 5391 3649
297 19453 6058
298 15242 9686
299 15420 9017
300 4112 3088
300 34432 1134
300 41959 9256
300 49699 717
301 4305 7696
301 10522 1907
301 23316 509
302 37668 4666
302 46078 2544
303 11783 4101
303 35173 5437
303 37965 822
303 42829 4258
304 2136 3541
304 9399 6851
305 6793 8533
305 16063 4968
305 20658 4949
305 40388 503
305 43504 6750
305 48208 8306
306 308 9873
307 4181 7631
307 38179 3866
307 44804 8938
307 47105 8880
308 322 3229
308 17328 6187
308 44056 758
309 6142 8067
309 10418 5024
310 21883 6128
311 9679 8188
311 21860 3432
311 35725 7
312 15218 7346
312 28137 3657
313 17463 5487
313 21531 450
313 28067 8772
313 34451 6955
313 44903 1221
314 26755 7369
314 46022 6027
315 7521 9561
315 9320 6928
315 13301 9585
315 29157 1740
315 36298 5556
315 44697 6423
316 10161 1235
316 14096 1874
316 37696 2247
317 346 624
317 14231 9379
318 7683 7279
318 45274 7364
319 10423 3666
319 26814 6358
320 1484 7658
320 10269 149
320 30102 9289
320 33679 5894
320 33834 4078
321 8338 6597
321 49170 6531
322 337 8767
322 14722 7742
322 33973 5315
323 4996 7795
323 39462 2517
323 43584 3568
324 25967 7098
324 26634 725
325 27443 8190
325 38241 46
326 2210 4485
326 12631 9988
326 20127 9584
326 27550 5230
326 28878 712
327 2630 7592
327 15076 4779
327 45728 439
328 40248 8398
328 44666 1721
329 20331 3745
329 32085 5116
330 17699 5359
330 26718 8699
330 30667 8490
331 5303 5008
331 10048 3771
331 24068 9935
332 6492 2300
332 41246 6928
332 42579 8992
333 14115 5550
333 23528 9113
333 25096 7240
333 29534 1387
333 46064 474
333 49439 6167
334 17104 866
334 43184 2754
334 47875 6142
334 48493 8244
335 17113 8833
335 32481 6463
335 43850 934
336 45749 4576
337 351 7142
338 25766 8247
338 31549 6888
339 14809 7394
339 27581 2447
339 29221 4307
339 41581 3578
339 45839 1703
340 21222 2879
340 23846 8353
341 28909 3197
342 39714 7249
342 45060 5704
343 13673 8102
343 26632 5005
343 48404 9075
344 7459 3269
345 11039 4447
345 47410 5098
346 2547 1276
346 9681 1989
346 25379 8335
346 32664 8426
346 41880 6743
347 11324 7637
347 16051 2665
347 29815 4445
347 31050 2558
347 46728 3064
348 13121 5326
349 45556 5967
350 7405 4605
351 352 7247
352 360 1280
353 6225 2874
353 36930 1734
353 41957 8071
354 19352 6296
355 9270 9530
355 37991 2934
356 12697 4807
356 12738 7711
356 29976 8020
357 36073 8333
357 45373 6906
358 3304 1625
358 13677 8590
358 25151 5999
358 27010 6324
358 29246 3228
358 33229 7805
358 41315 3655
359 17591 9087
359 48031 7080
360 363 8581
361 3677 1008
361 9582 4002
361 30063 9101
363 369 8220
364 46701 8621
365 15543 5763
365 47994 3662
366 15034 4711
366 36235 1315
366 39012 4308
367 18016 5067
367 21313 7587
368 2775 1682
368 9077 9927
368 9297 6305
368 42462 4955
369 371 6566
369 12679 644
370 11841 9177
371 382 5948
372 18076 3855
373 555 4233
373 744 4602
373 2527 6999
373 5736 1748
373 11622 914
374 12034 495
374 14556 37
374 49710 5293
375 39231 1654
376 4708 1402
376 23819 2685
376 31647 387
377 29817 32
377 31724 2509
377 34808 9968
378 21352 6968
378 37099 663
379 2803 5421
379 36654 1012
380 386 2241
380 35662 8099
381 48552 9333
382 383 493
383 402 3367
384 13554 4712
384 35703 7489
385 23148 5040
385 34883 4716
385 44197 9818
386 19062 8159
387 18008 2639
387 18949 1815
387 33767 8640
388 12687 8206
388 16835 9627
388 24955 5580
388 37980 844
389 24039 8012
389 28408 9546
389 32665 8452
390 42979 8866
391 12765 9617
392 1083 6470
392 25585 7224
392 29862 5116
392 46062 623
393 5818 7722
393 15125 4055
393 30455 3817
393 31920 2398
393 40994 6040
394 2122 6624
394 4968 1844
394 14945 2572
395 14177 7375
395 40136 9797
396 45833 236
397 40281 1873
398 2296 7204
398 24083 9984
398 32732 6307
398 45791 3999
399 11933 9487
399 24889 4756
399 28764 6255
399 29617 689
399 47146 1133
400 8326 8725
400 34331 1413
400 41085 2587
401 3717 2724
401 7032 3756
401 23504 4858
402 408 8288
402 3877 8310
403 38900 7105
404 7052 5542
404 45636 9770
405 12391 2038
405 27899 2598
405 29420 2007
405 37747 9778
406 5244 1858
407 35845 1994
407 36745 7826
407 39855 3130
407 47382 7916
408 432 5098
408 9112 2527
409 5017 4949
409 32786 8856
410 35718 2751
410 47494 4955
411 30975 403
411 37551 6284
412 8269 5617
412 17591 1309
412 23775 8568
412 24341 7888
413 7852 9191
414 17237 5585
414 46902 8604
415 3846 1814
415 16984 3523
415 22753 4831
415 30188 2448
415 36291 3277
416 510 373
416 11922 7468
416 44845 7100
417 38560 304
418 6941 7521
418 18795 7634
418 30260 7984
418 33795 8015
419 9442 6723
419 18948 6696
419 29536 9790
420 35598 298
420 38767 8654
421 40563 1137
421 47523 2208
422 32730 9089
422 34161 3750
423 12274 4739
423 26153 1305
423 37690 794
424 6446 1764
424 7978 1749
425 15744 9150
425 32479 4509
425 42516 3950
426 6093 3056
426 33998 7077
426 34900 2101
426 47665 4083
427 4499 355
427 33059 200
427 48880 8151
427 49949 7619
428 7712 4427
428 20721 1492
428 25544 5672
428 26290 7283
428 33507 4503
429 3593 9208
429 19558 6343
429 38532 3005
429 46525 302
429 48984 584
430 5393 8514
430 11472 7045
430 16347 1050
430 26783 1523
431 13841 6782
431 28112 8390
431 43518 7489
432 434 5012
433 3892 8193
433 38845 6859
433 40497 7203
433 44017 6918
434 436 2472
435 34631 9002
436 438 9180
437 27283 3150
438 439 1871
439 441 278
439 48857 7407
439 49097 6409
440 23269 8657
441 464 8308
442 9371 6948
443 5834 6331
443 19520 796
443 21462 5727
443 44764 2112
444 16400 9030
444 34432 4598
445 44020 1067
446 3424 787
446 3701 7132
446 7129 593
446 10282 1152
446 31342 6714
447 19037 9076
447 42090 4284
448 29013 4173
448 30186 3252
449 10718 7846
449 23044 1172
449 35681 4797
449 36541 9481
450 22006 2359
450 31506 8815
451 42399 4321
451 43787 7967
451 47591 7770
452 13183 7438
452 24971 1379
452 40585 4986
452 45186 7769
453 15495 349
453 45225 4590
454 6218 4520
454 33517 1042
454 44884 7039
455 39423 7316
456 3619 6043
456 23776 8428
457 29619 4850
457 49180 1907
458 6494 5854
458 27083 7577
459 34957 3104
459 45930 8007
460 947 7900
460 14439 2368
460 19946 3747
460 26428 6640
460 31175 837
461 1989 3922
461 6642 6861
461 7638 7732
461 9427 2920
461 21068 5112
461 30960 1333
462 30504 7077
462 33469 3789
463 21524 1600
463 37110 3247
464 498 870
465 13438 3712
466 10893 6539
467 38892 4582
468 15141 8168
468 46762 5779
469 49367 227
470 3070 3571
470 4247 1431
471 35381 9620
471 37822 5943
471 45761 7721
471 46776 8705
471 47885 6590
472 19215 8253
472 40565 506
473 5136 4305
473 7250 2583
473 8129 2854
473 20002 5702
473 30575 3842
473 37732 3815
473 42203 9699
474 33836 6542
474 45626 7260
474 45886 3309
475 22784 8268
475 26556 3575
476 31660 5781
477 14420 754
478 8688 8137
478 42735 2972
478 43174 7921
479 30366 5026
479 32381 3196
479 33169 3881
480 10906 1243
480 23212 1923
480 28020 6277
480 33193 896
481 7911 8770
481 27672 7647
481 31861 3901
482 32810 1426
482 37779 2309
482 48306 3303
483 41352 4449
484 44217 1497
484 47362 613
485 20363 8306
486 2353 5016
486 33485 5680
486 48097 4147
487 1725 4156
487 48618 4715
488 17938 2578
488 32086 7784
488 38104 9362
488 48300 1845
489 8931 4258
489 25642 7381
489 25685 982
489 47138 7124
489 49611 8514
490 4981 9414
490 14795 7483
490 43155 4
491 24317 4177
491 26127 3813
492 17754 6551
492 21426 10000
493 694 6741
493 34423 7294
494 12822 5330
494 13758 7698
494 29718 1657
495 34139 319
495 39488 3326
496 10084 416
496 22868 261
496 49384 221
497 6259 994
497 45194 1648
498 503 8553
498 27829 2598
499 23890 3414
499 43967 5399
499 49313 827
500 5869 2992
500 15434 1589
500 22812 92
500 32086 6755
501 8974 695
501 32397 2328
501 32649 1300
501 41407 7084
501 46467 6195
502 3574 4712
502 13529 988
502 19861 4346
502 32968 2266
503 516 7570
503 45486 1637
504 19912 8034
504 35772 9162
504 41493 1449
505 2826 1175
505 31657 2385
506 48446 7575
507 13096 5174
507 13636 9735
507 13897 9497
508 11723 5607
508 13217 1121
509 29742 4391
509 46578 706
510 11113 5519
510 13609 5138
510 30897 9647
510 34067 1989
510 36970 8517
510 43694 2520
510 47376 4370
510 48007 9630
511 38871 2042
511 40220 3119
512 49012 3021
513 8366 2196
514 36382 4068
514 40544 4935
515 15277 2633
515 28035 3939
516 518 1055
517 45659 7395
518 523 1648
518 7298 8923
519 34521 6735
520 11323 9887
520 39008 6644
521 16920 933
522 21233 9821
522 31936 6784
522 42186 8154
522 45507 6770
523 526 9782
524 9359 8336
524 13806 7420
524 15732 2369
525 1079 2514
525 22005 7589
526 530 5747
527 20436 256
527 40166 7594
527 49626 6204
528 3110 8875
528 27464 3083
528 29507 6498
528 43579 8053
528 48266 8825
529 25694 5162
529 40504 3912
529 48390 6731
530 533 2822
531 42976 3347
532 25755 6874
532 27572 3930
533 534 6955
534 544 4958
535 34713 5663
535 36605 5618
536 1419 1074
536 7267 7497
536 38787 3399
537 10039 4469
537 22298 9609
538 15986 1720
538 36471 1179
538 40774 3395
539 20963 488
539 39759 5329
540 6599 8204
540 11082 3461
540 11224 7942
540 19923 9968
540 37268 7915
541 5768 7630
542 5785 1697
542 31280 3319
542 42941 4112
543 2638 2179
544 548 7784
545 8063 8190
546 12169 8382
546 30302 6981
546 33198 7061
546 48402 9588
547 21295 5990
548 549 9770
549 550 9350
550 560 8312
550 45754 183
551 30852 1660
551 44709 9731
552 12666 663
552 22040 3263
553 850 5476
553 42678 1165
553 49116 9823
554 28081 6703
554 34789 8929
555 19005 3339
555 21836 6274
555 23086 739
555 31474 4621
555 35514 106
556 23193 3408
556 26095 56
556 49918 4382
557 3282 1451
558 38577 9826
558 45860 7587
559 1919 5712
559 46366 8837
560 576 5643
561 19755 3017
561 23218 9772
561 36830 9654
562 2874 6331
562 13868 8802
563 21919 777
563 27467 4462
563 34168 1759
564 10022 3319
564 21541 6572
564 37903 855
565 12247 6126
565 20188 6458
566 16865 5214
566 18862 8233
566 23566 550
566 35511 239
566 47637 3865
567 19222 971
568 13054 4227
568 25838 256
568 27041 5630
569 12127 65
569 18407 545
569 23845 2206
569 26019 7986
569 26719 3898
569 34211 5974
569 39276 8469
570 47657 4491
570 47765 6645
571 15765 8509
571 21024 5160
571 33889 9507
572 44329 5381
573 3520 3428
573 10290 8079
573 13067 4885
573 30768 9768
574 4428 4778
574 10715 8337
574 31088 3045
574 38317 3102
574 40085 8328
574 45536 3295
575 1249 3496
575 18842 7538
575 42292 9786
576 577 2948
577 585 2490
577 19337 7454
578 3496 8332
578 22846 6448
579 18666 5234
580 21273 877
580 24852 4719
580 42767 8919
581 24928 6547
581 37872 7403
581 42536 6068
581 48606 2184
582 4138 8379
582 7025 7606
582 16030 2356
582 40746 999
582 42131 440
582 44999 7030
582 49293 4938
583 3214 3646
583 26133 9950
583 29477 2634
584 7139 9679
584 16480 1226
584 43660 5014
585 599 4494
585 16365 1779
586 9911 3137
587 42647 6547
588 8732 3395
588 13075 7772
588 20045 2940
589 12023 3627
589 19815 7821
589 29407 799
590 6762 9008
590 15501 2304
590 42294 2619
590 48900 1813
591 6962 9726
591 17330 9712
591 17534 9947
591 20431 5647
592 5193 472
592 34315 9832
593 27835 1509
594 33011 4619
595 21214 4623
595 37913 5041
595 46410 2962
596 30589 4547
596 47029 513
597 31940 9587
598 25687 3306
598 49656 1167
599 600 5294
600 601 8189
601 617 2923
602 18065 6249
602 33574 1006
603 8890 8593
604 21903 3288
604 23533 2700
604 47385 201
604 49436 7287
605 23550 5013
606 13051 4553
606 44266 7659
606 48440 2764
607 1081 5967
607 29297 7127
607 47206 4761
608 8849 5583
608 30265 917
608 35937 7344
608 36267 3009
608 44799 856
608 48042 7187
609 7116 1053
609 7750 7487
609 36113 7149
610 2620 6854
610 13905 8959
610 29463 763
611 5739 4553
611 43880 4817
612 1597 9892
612 16324 301
612 38380 277
613 20969 6194
613 22912 1938
613 38904 432
614 1304 6358
614 4184 5810
614 8348 1714
614 34770 1692
615 4554 8092
615 28512 4203
616 2262 8308
616 33289 9424
617 644 9546
618 33460 7669
618 37749 6882
618 38556 640
618 43445 7751
619 745 2653
619 43702 7754
619 48197 7326
620 4123 6002
621 10358 7228
621 14820 177
622 29264 4769
622 34604 3417
622 44440 6552
623 44285 5714
623 49308 4066
624 31167 7150
624 32564 3139
624 41375 3585
625 17589 3245
625 27813 7353
625 29099 4894
625 34927 5104
626 23216 3585
627 4663 1469
627 18566 5332
627 48843 9114
628 24283 6427
629 11271 7123
629 23229 7797
630 16462 2468
631 3936 1716
631 15656 3215
632 9113 840
632 13376 6088
632 20706 9071
632 40389 1214
632 46536 1734
633 34649 6150
633 41855 5908
634 25341 9722
634 32982 6286
634 34981 4278
635 15866 6890
635 25473 3041
635 28459 2394
636 38417 9522
636 47772 8471
637 16164 9973
637 27883 7420
637 38238 9781
638 912 2165
638 10702 1814
638 27911 3901
638 31939 1457
638 47987 3535
639 5187 9960
639 15631 9843
640 35312 7295
640 35885 6533
641 25496 6382
641 41543 8774
641 48396 2806
642 13731 3344
642 26312 1428
643 5945 443
643 13273 6707
643 39600 3674
644 645 2643
645 656 1272
646 14854 4344
646 15094 9431
646 41415 2844
647 11984 5160
647 15809 728
647 29659 1623
648 26629 6041
648 32299 1988
648 39566 6259
649 1599 7101
649 28835 3735
650 27744 4625
650 48474 8409
651 25513 6407
651 48741 2600
652 8437 1209
652 8514 4274
652 30857 2038
653 9675 8549
653 36311 995
653 43669 1323
653 46803 6062
654 10380 1619
654 11521 8480
654 43339 3425
655 32907 822
655 36100 8670
656 658 7795
657 15790 4889
658 668 1517
659 14407 1282
660 7783 4622
660 13501 77
660 23207 4120
660 24825 4214
660 38468 4180
660 45322 6741
661 21551 798
661 30868 7775
661 34732 8020
662 27645 8834
663 6999 8065
663 23793 5224
663 41029 9715
664 28802 1025
664 32592 6233
664 40837 5186
664 42532 7926
664 45557 5499
664 48045 5105
665 18573 5916
665 36340 9601
666 6281 4605
666 27278 2696
666 29260 9178
667 12939 8042
667 16777 935
668 669 8728
669 679 6645
669 23974 970
670 14881 4501
671 35614 5233
671 44427 4524
672 3377 5098
673 12234 9172
673 17421 5980
673 24862 6584
674 2945 8614
674 10639 3740
674 33057 2212
674 41278 6822
674 43789 2127
675 1169 5896
675 14119 3590
675 38463 1141
676 13250 5330
676 19235 7836
676 42139 1496
676 47544 7490
677 30973 8567
677 31876 8189
677 42974 8864
678 5278 1700
678 23428 4703
678 25297 2760
678 39525 8895
679 680 8031
680 687 9475
681 13598 4762
681 36877 9568
681 39501 6700
681 45012 7466
682 1570 9528
682 20509 509
682 23764 4412
682 48068 5759
683 7511 9761
683 10664 4815
683 24364 9495
683 39028 3793
683 40282 4584
683 40907 3712
684 19743 8604
684 29630 267
685 16196 4760
685 33475 9662
685 47676 5026
686 1342 386
686 23116 6692
686 34468 1087
686 37500 2614
686 39781 1940
687 714 9891
688 17927 2207
688 36842 1304
689 37637 8971
689 40261 596
690 3524 1320
690 5044 2522
690 15460 4883
690 30076 3854
691 21043 3920
691 23706 5023
692 6101 1136
692 7506 5374
692 47640 257
693 39422 6486
693 42805 3160
693 47504 9278
693 47627 6281
693 49558 2351
694 38744 3080
694 43420 7168
695 2452 848
695 2904 6362
695 21604 5790
695 25107 7189
696 43036 4312
697 7724 5823
697 34104 2901
697 37603 437
698 4251 4823
698 16768 4881
699 8011 5961
699 11603 373
699 30719 24
700 41673 2931
700 48816 7671
701 4671 2807
701 22806 5731
701 42025 325
702 7312 578
702 13714 2258
702 21888 5298
703 15178 1698
703 27620 2542
703 41720 7912
704 26107 7405
705 3356 513
705 25752 9360
706 11498 2216
706 15698 9284
706 46770 661
707 1880 1119
707 8303 4207
708 7036 1533
708 15302 2907
708 48732 3249
709 6437 423
709 47039 9832
710 32363 7614
710 35187 4649
710 39896 8719
711 17261 2054
711 26326 5319
711 41507 7584
711 43673 5612
712 41544 3309
713 11733 9075
713 33025 5135
714 716 5773
715 2704 5244
715 16919 1112
715 21245 3323
716 727 8039
717 11415 4327
717 21213 9971
717 38988 8690
717 49869 9286
718 1683 5908
718 15170 3976
718 26350 5478
718 33594 925
718 34884 6836
718 42959 1156
718 48519 1639
719 17333 1170
719 20606 2123
719 34140 303
