50000 65079
360 38762 2371
360 47278 8810
361 9947 2623
361 36246 966
361 40870 5409
362 5580 5010
362 21539 3636
362 39074 8064
362 45073 9327
362 48559 3970
363 364 7558
364 387 9551
365 11377 3847
365 20464 7463
365 21009 4641
365 26091 9572
365 33511 8270
366 13996 1719
367 25272 9777
368 5670 4086
368 8279 1094
368 23722 6785
368 34869 9387
368 37093 6329
368 37978 41
369 7641 7588
369 31960 758
370 41334 251
370 43612 4573
371 2187 785
372 6053 5574
372 6337 8815
372 27817 7446
372 28686 5325
372 42577 7284
373 11317 3683
373 17761 7979
373 35657 336
374 33897 2684
374 35317 9508
375 7983 1194
375 40543 9477
376 13199 218
376 13789 4138
376 36511 3245
377 11571 1414
377 31662 408
377 45565 1756
377 49600 3964
378 2101 4480
378 20620 4426
378 40419 4950
379 23308 5993
379 41959 9989
380 38331 4288
381 8020 6751
381 43237 418
382 31934 4659
382 44872 4900
383 21036 2927
383 38955 6985
384 8000 6779
384 9081 1804
384 24496 9866
384 27829 2567
385 695 2516
385 17297 5123
385 17454 5516
385 23500 3751
385 36096 6690
386 13348 7114
386 21003 1561
386 24281 5286
386 39879 2973
387 389 4047
387 21254 644
388 6309 9782
388 13539 333
388 31404 6840
388 44577 2139
389 390 3155
390 391 1052
391 394 321
392 2087 6759
392 20085 8479
392 22249 6425
392 29558 3929
392 38574 7833
393 19223 2455
393 33925 470
394 406 9702
395 12490 8508
395 32291 9371
395 33963 3050
396 11348 1086
396 44046 4223
397 1495 694
397 32275 5089
397 35485 8755
398 41749 3895
398 44547 9155
399 23609 2026
400 2045 3741
401 10507 8884
401 13066 2712
401 24235 488
401 35580 851
401 36167 5770
401 46662 4901
401 47623 9896
402 20071 8799
402 31536 6265
402 36144 1047
402 39717 3323
403 16983 6251
403 34460 7858
403 39490 6654
404 20631 7462
404 20702 3993
404 20891 1833
405 2991 151
405 4268 1744
405 27841 2909
406 411 1269
406 33493 2038
406 49601 1796
407 17666 9567
407 34079 7682
408 4604 8745
408 7111 761
408 31757 8672
408 34262 357
409 4604 2138
410 11742 369
410 15873 3671
410 26575 5016
410 28059 6499
410 38480 8030
411 416 8910
411 16399 5162
412 2484 5464
413 15389 8764
414 20072 5020
414 30102 392
414 30639 2950
414 44234 7273
415 25675 3547
415 37408 7224
415 38438 6055
416 442 263
417 20515 6644
417 47853 2945
418 17070 1778
419 27708 849
419 30590 2020
419 45720 435
419 47620 2398
420 5012 9878
420 18778 9755
421 5599 3170
421 18198 8679
421 33124 5471
421 37865 1437
421 45100 7021
421 47547 1632
422 9675 2136
422 25173 9959
423 9508 5652
423 23358 9588
423 23867 6396
423 44392 4691
424 21559 7815
424 29646 7715
425 7175 8847
425 11698 3003
425 13889 5782
426 5365 2633
426 6715 4519
426 39717 3114
426 41182 5992
426 49487 8760
427 5084 3704
427 28428 3082
427 36166 8478
428 24742 2364
429 2271 36
429 43415 2675
430 3227 585
430 12853 1709
430 18480 3308
431 16073 6702
431 24364 5954
431 45323 4364
432 4452 4317
432 8158 8797
432 43799 3902
433 21563 7694
433 30418 7726
433 40072 9411
433 44346 886
434 6669 6824
434 7939 5998
434 8179 6342
434 27121 2049
434 46974 7628
434 48745 8490
435 4956 6953
435 8868 5570
435 37253 3376
436 25722 5602
436 28149 4984
436 46595 4281
437 17975 2556
438 7032 5651
438 15532 2458
439 12163 6809
439 14820 1727
439 30827 9724
439 42494 4892
440 20698 1468
441 835 865
441 17896 2878
442 448 6596
443 12982 4786
444 2298 9695
444 26655 3589
444 47828 1142
445 9570 1993
445 17322 5197
445 31756 192
445 32315 481
445 37457 9586
445 39154 6342
446 21616 8763
446 29848 3844
446 40658 1829
448 450 2795
449 12172 80
449 16456 5452
449 16511 436
449 44854 2157
450 462 2119
451 12527 7941
451 21815 2959
452 14250 5770
452 31919 4052
452 34395 5598
452 46773 3906
453 3692 3287
453 8145 6036
453 40596 8956
454 34365 9930
454 40291 865
454 48380 382
455 45239 497
456 15147 2905
456 29002 207
456 44973 9633
456 47484 3357
457 12669 9209
458 48873 3751
459 45457 3498
460 11211 8658
460 20085 6511
460 41323 2980
460 48911 6359
461 9008 134
461 19968 2891
461 45668 2031
462 483 4926
463 14163 2487
463 26332 5987
463 36237 3716
464 11318 6173
464 17791 2368
464 36849 6985
465 2642 9389
465 12392 1498
465 13271 5515
466 40829 3756
466 46925 3428
466 47350 5240
467 41606 9006
468 18346 7267
469 37717 1077
469 42543 2140
470 6859 9301
470 13510 8552
470 20289 7483
470 41968 2573
471 20153 6046
471 32593 3840
471 34725 5676
471 38549 2824
472 9183 7392
472 40286 4168
472 43698 1137
473 22904 22
473 32369 9463
473 42672 8019
474 3560 4183
474 23791 6547
474 29082 167
475 39118 4226
476 33562 7800
477 41789 5265
477 44950 5375
477 46890 7394
477 47818 5058
478 10271 4684
478 25787 5559
478 45942 1545
479 10832 3145
480 18434 6615
480 40572 5572
481 15953 3350
481 35568 202
481 49817 2752
482 16372 4700
483 488 7179
484 9176 1922
485 16816 4825
485 30178 8926
486 19955 1011
487 25103 6724
488 489 1840
489 493 7652
489 15442 7734
490 7773 1043
491 7240 1756
491 9060 4774
491 38522 7174
492 4548 66
492 7047 5150
492 29487 306
493 501 4538
494 10408 3982
494 24683 5877
495 961 2997
495 17231 829
496 41150 8272
497 4743 7793
497 9028 3779
497 26079 6224
497 30061 3000
498 13542 5458
498 42336 7926
498 42698 8143
498 47548 3543
499 3763 3209
500 13608 6636
500 46378 7964
501 521 414
502 30309 9905
502 46870 7656
502 49414 407
503 12653 4454
504 10077 4556
505 5586 8054
505 6900 3711
505 10558 814
505 45328 2999
506 526 9692
506 34234 2896
506 39154 7466
506 44808 1282
507 10356 9748
507 24735 2729
508 13184 6572
508 31144 7641
508 32279 5127
509 27854 4025
509 36946 3754
510 42885 9170
511 20184 1853
512 16989 8188
513 7823 789
513 29742 8716
513 47634 4507
514 871 9144
514 4863 9853
514 5436 4525
515 5419 4744
515 27587 6700
516 21677 6761
516 28335 6833
517 1777 7308
517 13197 2853
517 28510 3303
517 43604 3807
517 45462 172
517 49406 4972
518 16910 3916
519 15728 5008
519 21649 3348
519 39018 1004
520 5208 2574
520 36825 7507
520 48761 519
521 531 8665
522 6707 9283
522 21982 4428
522 36083 6152
523 2922 9267
523 5154 2389
523 33201 4290
523 44626 4616
523 48162 1051
524 11421 8306
524 36925 7463
525 38141 1378
526 32887 6566
527 10469 1362
527 12090 1011
527 13599 3076
528 901 5726
528 37674 8211
528 44706 5013
529 15255 965
529 18667 3837
529 43296 196
529 46654 5006
530 16266 8524
530 24044 939
531 536 912
532 34866 6688
532 41051 8201
532 41164 9256
533 5008 9728
533 5059 3119
533 35714 7233
534 9289 9388
534 21125 3472
534 40879 4731
535 39507 70
536 550 1884
537 5053 3278
538 9945 4515
538 43860 749
539 22637 270
539 42285 505
539 44429 4176
540 6987 1754
540 8880 5590
540 41982 1620
541 32578 4041
541 34944 3655
542 6761 9923
542 7501 5396
543 33255 2381
543 47912 8499
543 49109 83
543 49791 2241
544 719 217
544 7161 639
544 31820 2669
544 42156 1893
545 14580 2044
545 31293 3378
546 9575 3826
546 10671 174
546 14862 7278
547 11112 6558
548 28695 3163
548 34663 3236
548 37761 3911
548 43411 8947
549 5302 5024
549 5740 1030
549 17716 6522
549 43652 1408
550 554 257
550 47392 1961
551 12121 1041
551 15395 6240
552 1274 2582
552 26417 329
552 34162 1283
553 6465 3608
553 10301 4520
553 43948 4617
554 555 5455
555 578 2496
556 33796 713
556 34832 1820
556 37885 1846
556 44691 5265
557 11526 3403
557 46590 5853
558 4415 4826
558 7165 5344
558 34936 1109
558 35789 6501
558 38563 4067
559 8352 7793
559 17813 3836
559 48600 318
560 14234 5678
560 45536 7390
561 18576 2857
561 23626 4850
562 20820 9217
562 21102 4779
562 26332 797
562 48198 8342
563 9135 8835
563 27385 5312
563 31874 8181
563 47383 2042
564 18589 3471
564 21282 1492
564 33459 6151
564 45618 4044
565 27382 3348
565 44889 861
565 46686 5645
566 26058 5965
566 45202 2566
567 7976 6845
567 23564 4466
567 32309 9044
567 49598 7483
568 8621 8797
568 29410 4862
568 37704 608
569 2972 6652
569 32456 1612
570 12115 6425
571 13851 9123
571 26770 1115
571 39410 13
571 43458 8814
571 48398 4970
572 6906 6541
572 18376 8506
572 32004 9587
572 48337 8636
573 9290 4601
573 13267 252
573 28349 8009
573 44113 5560
574 13235 4324
574 37676 3039
575 21800 9548
575 42103 9544
575 46211 771
576 15203 1714
577 29695 6566
577 43654 2889
578 592 4648
579 3883 7347
579 18622 8693
580 15012 7019
581 8332 9510
582 41755 4960
583 20543 3315
583 23261 5660
583 35076 4108
583 49754 2188
584 871 4242
584 34396 4974
585 12558 5945
585 13462 6578
586 7030 2975
586 32485 2105
586 43980 9329
587 27933 454
588 22129 7833
589 42249 5940
590 4818 5388
590 12100 3718
590 19581 2707
590 39729 5198
591 10044 7993
591 25369 7078
592 601 2313
593 16576 9145
593 19596 8779
593 27878 5885
593 30432 8186
594 13104 9229
594 29574 7854
594 37876 3376
595 7772 8869
595 15555 1262
595 23744 9622
596 7840 2133
596 20002 9259
596 23898 8919
597 8812 7950
598 5640 7598
598 32024 4484
599 2050 497
599 4853 601
600 34201 7781
600 38202 9355
601 610 7783
601 23934 255
602 29721 8096
603 13667 9275
604 2510 4902
605 17423 7215
606 5199 6180
607 28367 367
607 34576 8969
607 38081 3235
607 46629 8003
608 14361 6891
609 10530 7257
609 26038 618
609 27406 1394
610 618 2206
610 14585 2812
611 29056 9243
612 10639 6381
612 23545 6809
612 36576 4090
612 47110 3180
613 27139 7409
613 42123 405
614 11313 7623
614 13216 1952
614 44987 6945
615 29495 6127
615 44799 9203
616 5595 2061
616 16275 1326
616 29268 9033
616 44427 26
617 2283 9086
617 40311 4300
618 629 7838
619 27795 6036
619 27895 1703
619 27940 3516
619 34680 7092
619 42135 521
620 6196 8776
620 26754 2015
621 17071 1263
622 29465 5358
622 39964 5416
623 7136 3635
623 9234 3433
623 32990 8376
624 845 7285
624 38035 7721
624 49336 3808
625 13671 1125
626 10318 7543
626 20238 8691
627 3694 7014
628 24943 474
628 46386 3454
629 641 97
630 29157 7789
630 30210 9703
630 40860 2610
631 3709 248
632 12842 3508
632 34989 5504
633 22605 752
633 35223 3214
634 4339 2198
634 29492 4555
634 44128 4391
635 4566 2935
636 719 8309
636 5886 8027
636 17574 4385
637 4302 3836
638 2578 8551
638 6527 5319
638 29248 968
638 38509 8986
639 41194 730
640 35859 2120
641 647 1618
641 47944 8416
642 5066 2876
642 13859 9955
643 6835 3655
643 8465 7711
643 10157 5943
644 32798 4271
644 36493 2384
645 4590 2916
645 41634 3661
646 3145 9240
646 30527 5132
646 48458 5266
647 649 9077
648 2914 8761
648 12858 4417
649 661 223
650 18780 6705
650 44514 2457
651 14583 5387
651 23092 5965
651 43743 3649
652 48675 4929
653 5438 9426
653 17535 5013
654 38275 7602
655 7694 4282
656 24020 5595
656 24614 3559
656 28516 203
657 15036 1373
657 34979 6244
657 38865 6669
658 2517 2373
658 4306 8513
658 10887 397
659 25328 1515
660 4577 3196
660 10908 115
661 673 7923
662 18016 8842
663 34252 4996
664 16322 1216
665 11981 2538
666 29078 2582
666 41370 5111
666 48553 8255
667 20879 2389
667 28845 7092
667 29477 8954
668 5922 7684
668 13842 4756
669 2605 7852
669 38898 2282
669 40290 3729
670 21523 8363
670 25713 6810
671 43676 7462
671 46350 7824
671 49982 7581
672 10500 8035
672 14621 4611
672 39001 472
673 678 4424
673 6185 4825
674 28746 2316
674 33108 9970
675 39197 6532
676 10416 1210
676 10981 2759
677 9506 4225
677 26230 862
677 31240 1312
677 40574 1855
678 684 5578
679 25105 3796
680 34468 5277
680 39264 7223
681 4043 2839
681 23756 5817
681 29693 1119
681 33533 2711
681 34724 115
682 7861 2194
682 30817 5198
682 30820 6294
683 13062 6878
683 21227 3554
683 28138 98
684 707 5274
685 23685 6340
686 1181 7476
686 21487 8069
686 32065 1463
686 32668 2056
687 8343 271
687 10926 4192
687 19215 7654
687 34708 2342
688 2910 6729
688 8614 8978
688 18489 6896
688 20113 2969
688 34058 798
688 37035 2081
688 47345 4311
689 2978 9040
689 37809 2670
690 37381 5738
691 21677 9216
692 1890 2746
692 17045 9022
692 27421 6880
692 31908 6319
692 35455 2990
692 49534 8735
693 3830 3794
693 14934 9884
693 36919 5470
693 47567 9672
694 40104 4247
694 47003 1730
695 37921 7177
695 42952 738
696 47698 3654
697 6072 9246
698 16672 4768
698 32860 493
698 39941 3619
698 41226 1997
698 47403 3882
699 739 1206
699 36172 4770
699 44353 3572
700 38193 4159
701 1459 4008
701 2432 7443
701 6930 6154
701 21439 7122
701 27948 420
701 37395 8676
701 44200 3420
702 12173 7222
703 22206 768
703 30884 2375
703 43972 3150
704 27435 6178
705 16843 1431
705 25724 2281
706 9098 1105
706 11981 5202
706 34606 1879
707 713 1287
708 7510 4035
708 9604 9078
708 16892 2872
708 26280 3732
708 29034 4623
708 49142 9563
709 2988 7677
709 3789 6893
709 12500 1693
709 13039 8641
709 42580 8985
710 14572 898
710 22020 6345
711 2035 1173
711 43808 2348
712 7908 6573
712 13254 8690
712 36741 6977
713 715 968
713 863 1300
714 12719 2070
714 20126 2385
714 31162 7022
714 33393 8433
714 35282 7798
715 744 6928
716 48559 4114
717 12009 1007
717 14604 5774
717 27197 1644
717 39841 2251
718 2678 2959
718 4733 9406
718 20923 7148
718 45805 8952
719 14138 3356
719 24906 941
720 6943 9568
720 31850 4452
720 39066 4435
721 23603 6956
722 31278 2278
722 46318 4987
723 33045 9314
723 48729 7364
724 7375 1647
724 47472 2061
725 5609 1076
725 33332 3991
